iter	Passed	Remaining
487	828	869
488	829	866
489	831	865
490	832	862
491	833	860
492	834	857
493	834	855
494	837	854
495	843	857
496	844	854
497	847	854
498	848	852
499	857	857
500	858	854
501	858	852
502	862	851
503	862	849
504	863	846
505	864	843
506	865	841
507	871	844
508	873	842
509	874	840
510	875	838
511	878	836
512	879	835
513	881	833
514	884	832
515	885	830
516	888	829
517	889	827
518	890	825
519	890	822
520	891	819
521	892	817
522	893	814
523	893	811
524	894	809
525	895	806
526	896	804
527	898	802
528	905	805
529	906	803
530	906	800
531	908	798
532	909	796
533	910	794
534	911	792
535	913	791
536	917	791
537	918	788
538	919	786
539	920	783
540	920	781
541	923	780
542	924	777
543	925	775
544	925	772
545	926	770
546	927	768
547	928	766
548	929	763
549	930	761
550	932	759
551	932	757
552	933	754
553	934	752
554	935	749
555	935	747
556	936	744
557	937	742
558	938	740
559	938	737
560	939	735
561	940	732
562	940	730
563	941	728
564	942	725
565	943	723
566	944	721
567	946	719
568	947	717
569	947	715
570	948	712
571	950	710
572	950	708
573	951	706
574	952	703
575	953	701
576	954	699
577	955	697
578	955	694
579	956	692
580	957	690
581	958	688
582	959	686
583	960	684
584	961	682
585	962	679
586	963	677
587	965	676
588	966	674
589	967	672
590	969	671
591	970	668
592	971	666
593	974	665
594	978	666
595	979	663
596	980	661
597	980	659
598	981	657
599	982	655
600	983	652
601	984	650
602	984	648
603	985	646
604	986	644
605	988	642
606	989	640
607	991	639
608	992	637
609	993	634
610	993	632
611	994	630
612	995	628
613	996	626
614	996	624
615	997	621
616	998	619
617	999	617
618	1000	615
619	1001	613
620	1002	611
621	1003	609
622	1008	610
623	1009	608
624	1010	606
625	1011	604
626	1012	602
627	1013	600
628	1013	598
629	1014	596
630	1015	594
631	1017	592
632	1018	590
633	1019	588
634	1021	587
635	1022	585
636	1023	583
637	1023	580
638	1024	578
639	1025	576
640	1026	575
641	1027	572
642	1028	570
643	1029	569
644	1030	567
645	1032	565
646	1033	563
647	1034	561
648	1035	560
649	1036	557
650	1037	556
651	1038	554
652	1039	552
653	1045	553
654	1051	553
655	1054	552
656	1055	551
657	1057	549
658	1058	547
659	1059	545
660	1061	544
661	1065	544
662	1066	542
663	1067	540
664	1068	538
665	1068	536
666	1069	534
667	1070	532
668	1071	530
669	1072	528
670	1072	525
671	1073	523
672	1074	521
673	1074	519
674	1076	518
675	1079	517
676	1081	516
677	1083	514
678	1083	512
679	1084	510
680	1085	508
681	1087	506
682	1088	504
683	1088	502
684	1089	500
685	1090	498
686	1097	500
687	1098	498
688	1099	496
689	1100	494
690	1101	492
691	1105	492
692	1108	491
693	1111	490
694	1113	488
695	1114	486
696	1115	484
697	1115	482
698	1116	480
699	1117	478
700	1118	477
701	1120	475
702	1121	473
703	1127	473
704	1128	472
705	1132	471
706	1133	469
707	1135	468
708	1136	466
709	1138	464
710	1139	463
711	1140	461
712	1141	459
713	1143	457
714	1143	455
715	1144	453
716	1145	452
717	1146	450
718	1146	448
719	1147	446
720	1147	444
721	1148	442
722	1148	440
723	1149	438
724	1150	436
725	1150	434
726	1151	432
727	1152	430
728	1153	428
729	1154	426
730	1155	425
731	1156	423
732	1157	421
733	1157	419
734	1158	417
735	1159	415
736	1160	414
737	1160	412
738	1161	410
739	1162	408
740	1163	406
741	1163	404
742	1164	402
743	1165	400
744	1165	399
745	1166	397
746	1167	395
747	1169	393
748	1169	392
749	1171	390
750	1172	388
751	1172	386
752	1173	384
753	1174	383
754	1174	381
755	1175	379
756	1176	377
757	1177	375
758	1177	373
759	1178	372
760	1179	370
761	1179	368
762	1180	366
763	1181	364
764	1184	363
765	1186	362
766	1187	360
767	1187	358
768	1188	357
769	1189	355
770	1190	353
771	1190	351
772	1191	349
773	1192	348
774	1192	346
775	1193	344
776	1194	342
777	1194	340
778	1195	339
779	1196	337
780	1198	336
781	1199	334
782	1200	332
783	1201	330
784	1203	329
785	1203	327
786	1204	326
787	1205	324
788	1206	322
789	1206	320
790	1207	319
791	1208	317
792	1209	315
793	1209	313
794	1210	312
795	1211	310
796	1211	308
797	1213	307
798	1214	305
799	1215	303
800	1216	302
801	1217	300
802	1218	298
803	1219	297
804	1221	295
805	1223	294
806	1225	292
807	1226	291
808	1227	289
809	1228	288
810	1230	286
811	1231	285
812	1232	283
813	1234	281
814	1234	280
815	1235	278
816	1236	276
817	1236	275
818	1237	273
819	1238	271
820	1238	270
821	1239	268
822	1240	266
823	1241	265
824	1241	263
825	1243	261
826	1244	260
827	1246	259
828	1247	257
829	1248	255
830	1249	254
831	1249	252
832	1250	250
833	1251	249
834	1251	247
835	1252	245
836	1253	244
837	1254	242
838	1254	240
839	1255	239
840	1256	237
841	1257	236
842	1258	234
843	1260	232
844	1260	231
845	1261	229
846	1262	228
847	1263	226
848	1263	224
849	1264	223
850	1265	221
851	1265	219
852	1266	218
853	1267	216
854	1268	215
855	1268	213
856	1269	211
857	1270	210
858	1274	209
859	1275	207
860	1276	206
861	1277	204
862	1278	202
863	1279	201
864	1280	199
865	1281	198
866	1282	196
867	1282	195
868	1283	193
869	1284	191
870	1284	190
871	1285	188
872	1286	187
873	1288	185
874	1289	184
875	1291	182
876	1292	181
877	1292	179
878	1293	178
879	1294	176
880	1295	174
881	1295	173
882	1296	171
883	1297	170
884	1298	168
885	1299	167
886	1299	165
887	1300	164
888	1301	162
889	1306	161
890	1307	159
891	1308	158
892	1309	156
893	1309	155
894	1310	153
895	1311	152
896	1312	150
897	1313	149
898	1314	147
899	1315	146
900	1316	144
901	1318	143
902	1320	141
903	1321	140
904	1322	138
905	1322	137
906	1323	135
907	1324	134
908	1325	132
909	1325	131
910	1326	129
911	1327	128
912	1328	126
913	1328	125
914	1329	123
915	1330	121
916	1331	120
917	1332	119
918	1333	117
919	1335	116
920	1336	114
921	1337	113
922	1338	111
923	1338	110
924	1339	108
925	1340	107
926	1340	105
927	1341	104
928	1342	102
929	1342	101
930	1343	99
931	1344	98
932	1345	96
933	1345	95
934	1346	93
935	1349	92
936	1350	90
937	1351	89
938	1352	87
939	1352	86
940	1353	84
941	1354	83
942	1355	81
943	1355	80
944	1356	78
945	1357	77
946	1358	76
947	1359	74
948	1360	73
949	1360	71
950	1363	70
951	1364	68
952	1366	67
953	1366	65
954	1368	64
955	1368	62
956	1369	61
957	1370	60
958	1371	58
959	1371	57
960	1372	55
961	1373	54
962	1373	52
963	1374	51
964	1375	49
965	1375	48
966	1376	46
967	1378	45
968	1379	44
969	1381	42
970	1382	41
971	1383	39
972	1383	38
973	1384	36
974	1385	35
975	1386	34
976	1386	32
977	1387	31
978	1388	29
979	1388	28
980	1389	26
981	1390	25
982	1391	24
983	1392	22
984	1393	21
985	1394	19
986	1395	18
987	1396	16
988	1397	15
989	1397	14
990	1398	12
991	1399	11
992	1400	9
993	1401	8
994	1401	7
995	1402	5
996	1403	4
997	1404	2
998	1405	1
999	1405	0
